domain,source_type,datestamp,content,annotater1,annotater2,annotater3,ground_truth,ground_truth_label
divaina.lk,,10/7/2020 0:00,රාගම රෝහලින් පැනගිය කොවිඞ් 19 ආසාදිත රෝගියා යළි රෝහලේ බාහිර රෝගී අංශයට පැමිණ සිටියදී හඳුනා ගනී.,False,False,False,0,FALSE
newsfirst.lk,news website,3/7/2024 0:00,දෙහිවල ප්‍රදේශයේ පෙට්‍රල් හා ඩීසල් හිඟයක් හේතුවෙන් රියදුරන් පෝලිම්ගත වී සිටින බව පුවත් වාර්තා කරයි. ඉන්ධන බෙදාහැරීමේ කාලසටහන වෙනස් කරමින් සිටින බව ලංකා ඛනිජ තෙල් සංස්ථාව සඳහන් කළේය.,False,False,False,0,FALSE
gossiplanka.com,news website,,"ඉ
රානයේ ප්‍රධාන න්‍යෂ්ටික ඉලක්ක තුනකට අමෙරිකාව ගුවන් ප්‍රහාර එල්ල කිරීමත් සමඟම ලොව පුරා යුධ භීතියක් හටගෙන තිබෙනවා.
අමෙරිකාව විසින් සිදු කල මෙම ප්‍රහාරය රටවක් ‍රැසක් හෙළා දැක ඇති අතර ඇතැම් රාජ්‍ය නායකයින් අනතුරු ඇඟවීමක් මෙන්ම තවත් නායකයින් පිරිසන් සාමයද ඉල්ලා තිබෙනවා.
මෙම ප්‍රහාර එක්සත් ජාතීන්ගේ ප්‍රඥප්තිය සහ ජාත්‍යන්තර නීතිය බරපතළ ලෙස උල්ලංඝනය කර ඇතැයිද එය ආපසු හැරවිය නොහැකි ප්‍රතිවිපාක සහිත අර්බුදයකට මනුෂ්‍යත්වය ඇද දමන බවද  ඇතැම් රවටල් චෝදනා කර ඇති බවයි විදෙස් මාධ්‍ය වාර්තා කරන්නේ.
මෙම ප්‍රහාරය සම්බන්ධයෙන් අමෙරිකාව තුළ ද දැඩි කතා බහක් මතුව ඇති අතර අමෙරිකාවේ ඇතැම් ඩිමොක්‍රටික් නීති සම්පාදකයින් මෙම ප්‍රහාරය හෙළා දැක  තිබෙනවා. ඔවුන් චෝදනා කර ඇත්තේ අමෙරිකානු ජනාධිපතිවරයා කොංග්‍රස් අනුමැතියකින් තොරව මෙම ප්‍රහාර සිදු කර ඇති බවටයි.
එසේම මෙම ප්‍රහාරය මැදපෙරදිග යුද්ධයකට අමෙරිකාව ඇද දැමූ බව කොංග්‍රස් සභික ඇලෙක්සැන්ඩ්‍රියා ඔකාසියෝ පවසා ඇති අතර ඇය චෝදනා කර ඇත්තේ කොංග්‍රස් මණ්ඩලයෙන් අනුමැතිය ලබා ගත යුතු වුවද කිසිදු අනුමැතියකින් තොරව සිදුකළ මෙම ප්‍රහාරය මැදපෙරදිග යුද්ධයකට අමෙරිකාව ඇද දැමූ බවයි.
එසේම  අමෙරිකාවේ ඩිමොක්‍රටික් පක්ෂය සිය අදහස් දක්වමින් පවසා ඇත්තේ එක්සත් ජනපදය අනවශ්‍ය ගැටුමකට ඇද නොදැමීම සඳහා කොංග්‍රසය ඉදිරියට ගොස් ට්‍රම්ප්ගේ අරමුණු සහ සැලසුම් පැහැදිලි කළ යුතු බවටයි.
මේ අතර එක්සත් රාජධානියේ අගමැති කීර් ස්ටාර්මර් නිවේදනයක් නිකුත් කරමින්  පවසා ඇත්තේ ඉරාන ඊශ්‍රායලය අර්බුධය අවසන් කිරීම සදහා සාකච්ඡාවකට පැමිණ රාජ්‍යතාන්ත්‍රික විසදුමකට එළඹෙන ලෙස ඉරානයෙන් ඉල්ලා සිටින බවයි.
ඉරානයේ න්‍යෂ්ටික වැඩසටහන ජාත්‍යන්තර ආරක්ෂාවට බරපතල තර්ජනයක් බව ඔහු එම නිවේදනයේ සඳහන් කර සිටිනවා. ඉරානයට කිසි විටෙකත් න්‍යෂ්ටික අවියක් සංවර්ධනය කිරීමට ඉඩ දිය නොහැකි බවත් එසේ සිදුවන තර්ජනයන් මැඩපැවැත්වීමට එක්සත් ජනපදය පියවර ගෙන තිබෙන බවත් එම නිවේදනයේ වැඩි දුරටත් සඳහන්.
කියුබාව, චිලී රාජ්‍යය, වෙනිසියුලාව, කොලොම්බියාව, මෙක්සිකෝව ඇතුළු රටවල් කිහිපයක්  අමෙරිකාවේ මෙම ප්‍රහාරය හෙලා දැක තිබෙනවා.",False,False,False,0,FALSE
nethnews.lk,news website,11/4/2020 0:00,"නව කොරෝනා වෛරසය ආසාදනය වූ තවත් ආසාදිතයින් 274ක් වාර්තා වී ඇත. එයින් 07 දෙනෙකු නිරෝධායන මධ්‍යස්ථාන තුලින් ද සෙසු 267 දෙනා ආශ්‍රිතයින් බව කොවිඩ් 19 පැතිරිම වැළැක්වීමේ ජාතික ක්‍රියාන්විත මධ්‍යස්ථානය නිවේදනය කර සිටිනවා. මේ වන මිනුවන්ගොඩ සහ පෑලියගොඩ ආශ්‍රිතව ඇතිවූ කොරෝනා වෛරස ව්‍යාප්තියේ සමස්ත ආසාදිතයින් සංඛ්‍යාව 8540ක් දක්වා ඉහළ ගොස් ඇත. මෙරටින් වාර්තා වන සමස්ත කොරෝනා ආසාදිතයින් සංඛ්‍යාව 12,018 ක් දක්වා ඉහළ ගොස් ඇත. ඉන් ආසාදිතයින් 5858 ක් සුවය ලබා ඇති අතර මේ වන විට රෝහල් ගතව සිටින ආසාදිතයින් සංඛ්‍යාව 6097ක්.",True,True,True,1,TRUE
anidda.lk,news website,8/9/2020 0:00,"මානව හිමිකම් කොමිෂන් සභාවේ සභාපතිනි ආචාර්ය දීපිකා උඩගම සැප්තැම්බර් මස 01 වැනිදා සිට සිය ධුරයෙන් ඉවත්වන බව ආණ්ඩුක්‍රම ව්‍යවස්ථා සභාවට දැනුම් දී ඇත.
එම ඉල්ලා අස්වීම වත්මන් ආණ්ඩුක්‍රම ව්‍යවස්ථා සභාවේ අවසන් රැස්වීමේදී අනුමත කර ඇත. ඇගේ ඉල්ලා අස්වීම ගැන අදහස් දක්වමින් ආණ්ඩුක්‍රම ව්‍යවස්ථා සභාවේ සභාපති හිටපු කථානායක කරු ජයසූරිය මාධ්‍යයට කියා ඇත්තේ ලෝකයේ හොඳම මානව හිමිකම් කොමිසමක් බවට ශ්‍රී ලංකා මානව හිමිකම් කොමිසම පත් කරන්නට ඇය සමත් වූ බවය.
ශ්‍රී ලංකා මානව හිමිකම් කොමිසමේ විෂය ක්ෂේත්‍රය පුළුල් කිරීමට ඇය සමත් වූවාය. ලැබෙන පැමිණිලි විභාග කිරීමත්, ඒ ගැන තීන්දු තීරණ දීමත් යන සුපුරුදු ක්‍රියාපටිපාටියෙන් ඈ ඔබ්බට ගියාය.
පැමිණිල්ලක් ලැබුණත් නැතත් මානව හිමිකම්වලට අදාළ යමක් රට තුළ සිදුවූයේ නම් හා සිදුවීමට නියමිතව තිබුණේ නම් ඇය ඒ ගැන නොපැකිළව අදහස් පළකළාය. ඉනුත් නොනැවතී වගකිව යුතු බලධාරීන්ට හා බලධාරී ආයතනවලට සිය මතය ලිඛිතවම දැන්වූවාය. බාහිර සමාජය සංවිධාන කළ මානව හිමිකම්වලට අදාළ සභාවලට ගොස් ඈ සිය අදහස් පලකළාය.
ඇගේ මෙම ඉවත්වීම රටේ මානව හිමිකම් විෂය සම්බන්ධයෙන් පිරවිය නොහැකි අඩුවකි. ඇය ඉල්ලා අස්වූවත් නොවූවත් තේරී පත්වී ඇති නව පාර්ලිමේන්තුව මගින් පත්වෙන ආණ්ඩුක්‍රම ව්‍යවස්ථා සභාවකින් ඇය වැනි පිරිස් නැවත මානව හිමිකම් කොමිසමට පත් නොකරන බව අමුතුවෙන් කිව යුතු නැත.
මෙම අලුත් තත්වය තුළ 19වැනි ආණ්ඩුක්‍රම ව්‍යවස්ථා සංශෝධනය යටතේ පිහිටුවා ඇති අනෙකුත් ස්වාධීන ආයතනවලට බොහෝවිට පත්විය හැක්කේද දේශපාලන හෙංචයියන්ය. නැතිනම් එම ආයතන නිල වශයෙන්ම අහෝසි කිරීම හෝ දේශපාලන බලයට යටත් ආයතන බවට පත්විය හැකිය.
බලහත්කාරයෙන් පුද්ගලයන් අතුරුදන් කිරීම අපරාධ වරදක් බවට ශ්‍රී ලංකාවේ නීතියට ඇතුළත් කිරීම සඳහා ශ්‍රී ලංකා වෘත්තීය ජනමාධ්‍යවේදීන්ගේ සංගමය ගෙනගිය අරගලයේදී පාර්ලිමේන්තුව නියෝජනය කළ පක්ෂවල සහාය ඊට ලබාගැනීම සඳහා පැවැත්වූ සංවාදයට පැමිණ ඇය නොපැකිළව අදහස් දැක්වූ අයුරු ලියුම්කරුගේ මතකයේ රැඳී ඇත.
හෙට දින එම නීතියත්, අතුරුදන්වූවන්ගේ කාර්යාලය වැනි පසුගිය ආණ්ඩු කාලයේ ඇතිකරන ලද මානව හිමිකම් ආරක්ෂා කිරීමේ නීති හා යාන්ත්‍රණවලට කුමක් සිදුවේද යන අනතුර අතිවිශාල ජනතා කැමැත්තක ආශීර්වාදය තුළ මතුවී ඇත. ■
එවන් කලක ආචාර්ය දීපිකා උඩගම වැනි අයගේ අගය තව තවත් ඉස්මතු වී දැනෙනු ඇත. ■",True,True,True,1,TRUE
lankaenews.lk,news website,4/30/2020 0:00,හිටපු සියලු පාර්ලිමේන්තු මන්ත්‍රීවරුන් ලබන සඳුදා (04) අරලියගහ මන්දිරයට කැඳවා තිබෙනවා. ඔවුන් එසේ කැදවා කැඳවා ඇත්තේ අග්‍රාමාත්‍ය මහින්ද රාජපක්ෂ විසිනුයි.,True,True,True,1,TRUE
ada.lk,news website,11/4/2020 0:00,නානුඔය දුම්රිය ඉංජිනේරු කාර්යාලයේ ඉංජිනේරුවරයෙකු කොවිඩ් ආසාදිතයෙකු ඇසුරු කිරීම හේතුවෙන් එම කාර්යාලය අද (04) සිට තාවකාලිකව වසා දැමීමට සෞඛ්‍ය අංශ විසින් පියවර ගෙන ඇතැයි නානුඔය පොලීසිය පවසයි. එම කාර්යාලයේ ඉංජිනේරුවරයාගේ බිරිඳට මෙසේ කොව්ඩ් ආසාදිත වී ඇති බවට ලද තොරතුරු මත එම කාර්යාලය සමග සෘජු සම්බන්ධතා පැවැත්වු සේවකයන් ඇතුළු පුද්ගලයන් 43 දැනට ස්වයං නිරෝධායනයට ලක් කිරීමට සෞඛ්‍ය අංශ පියවර ගෙන තිබේ. ස්වයං නිරෝධායනයට ලක් කොට ඇති මෙම පුද්ගලයන් ඉදිරියේදී පී. සී. ආර්. පරීක්ෂණවලට භාජනය කිරීමට පියවර ගන්නා බවද සෞඛ්‍ය අංශ නිලධාරීහු පවසති.,True,True,True,1,TRUE
lankaenews.lk,news website,4/26/2020 0:00,"කොළඹ, ගම්පහ, කළුතර සහ පුත්තලම දිස්ත්‍රික්ක හැර සෙසු දිස්ත්‍රික්කවල ඇඳිරි නීතිය 28 වන අඟහරුවාදා අලුයම 5.00ට ඉවත් කොට එදිනම රාත්‍රී 8.00 සිට යළි ක්‍රියාත්මක කරන බව ජනාධිපති මාධ්‍ය අංශය සඳහන් කරනවා . නිවාඩු ගොස් සිටින ත්‍රිවිධ හමුදා නිලධාරීන් කඳවුරු වෙත ගෙන්වා ගැනීම පහසුවන පරිදි හෙට (27), සඳුදා රට පුරා ඇඳිරි නීතිය පනවනු ලබන බව ද ජනාධිපති මාධ්‍ය අංශය සඳහන් කරනවා . ඒ අනුව හෙට දිනය පුරා මුළු දිවයිනටම බලපාන පරිදි ඇඳිරිනීතිය ඇඳිරි නීතිය ක්‍රියාත්මක වෙනව.",True,True,True,1,TRUE
whatsapp,social media,7/31/2025 0:00,පොළොන්නරුව ප්‍රදේශයේ ජනාවාසයකට කිඹුලෙක් පැමිණීමෙන් පුද්ගලයින් 3දෙනෙකුට තුවාල සිදුව රෝහල් ගත කර ඇති බව පොළොන්නරුව පොලීසිය සඳහන් කළේය. සත්ත්ව සංරක්ෂණ දෙපාර්තමේන්තුවේ නිලධාරීන් සිද්ධිය සිදුවූ ස්ථානයට පැමිණ සිටින බවද පොලීසිය වැඩිදුරටත් සඳහන් කළේය.,False,False,False,0,FALSE
aruna.lk,news website,10/30/2020 0:00,කොරෝනා ආසාදිතව සිටි තවත් පුද්ගලයින් 140දෙනෙක් පුර්ණ සුවය ලබා ඇතැයි සෞඛ්‍ය අමාත්‍යාංශය පවසයි.ඒ අනුව මෙරට සුවය ලැබු සමස්ත ආසාදිතයින් ගණන 4282ක් දක්වා ඉහළ ගොස් තිබේ.මෙරටදී හඳුනාගෙන ඇති කොරෝනා ආසාදිතයින් ගණන 9791ක් වන අතර රෝගීන් 5490දෙනෙකු තවදුරටත් රෝහල්ගතව ප්‍රතිකාර ලබන බව ද වසංගත රෝග විද්‍යා අංශය පවසයි.,True,True,True,1,TRUE
srinews24.com,news website,10/30/2025 0:00,පොල්පලා යුෂ දිනපතා පානය කිරීමෙන් දියවැඩියාව සම්පූර්ණයෙන් සුව කළ හැකි බව දේශීය වෛද්‍ය ක්‍රමයේ පර්යේෂකයෙකු ලෙස හඳුන්වා දෙන ජනක වීරසිංහ සඳහන් කරයි. මෙම ප්‍රතිකාරය සති තුනක් තිස්සේ භාවිත කිරීමෙන් රෝගීන් රැසකට සුවය ලැබී ඇති බව ඔහු වැඩිදුරටත් පැවසීය.,False,False,False,0,FALSE
ada.lk,news website,10/31/2020 0:00,"රුසියාවේ කොවිඩ්-19 වසංගතය ආරම්භ වූ දා සිට ආසාදනයන්හි වැඩිම දිනයක් පසුගිය සිකුරාදා වාර්තා කර ඇති බව විදෙස් වාර්තා පවසයි. රුසියාවේ නව කොරෝනා ප්‍රතිචාර මධ්‍යස්ථානයට අනුව එදින දෛනික ආසාදන 18,283ක් වාර්තා කර ඇති අතර, වෛරසය ආශ්‍රිත මරණ 355ක්ද වාර්තා කර තිබේ. ඒ අනුව මේ වනවිට රුසියාවේ සමස්ත ආසාදිතයන් සංඛ්‍යාව 1,599,976ක් සහ මරණ 27,656ක් ලෙස සටහන් වෙයි.",True,True,True,1,TRUE
roar.media,news website,6/9/2020 0:00,"ඇමෙරිකා එක්සත් ජනපදයේ මිනියැපොලිස්හි දී ජෝර්ජ් ෆ්ලොයිඩ් නමැති කළු ජාතිකයා මැයි 25 වෙනිදා පොලිස් අත්අඩංගුවේ පසුවන විට ඝාතනයට ලක් වෙනවා. සුදු ජාතික පොලිස් භටයෙක් වන ඩෙරෙක් චාවින් බිම වැටී සිටින ජෝර්ජ් ෆ්ලොයිඩ්ගේ ගෙල සිය දණහිස නවා සිරකරන වීඩියෝ පටයක් ද මාධ්‍ය ජාලවල සැරිසරනවා. ජෝර්ජ් ෆ්ලොයිඩ්ගේ ගෙල සිරකිරීම හා අනතුරුව ඔහු මරණයට පත්වීම හේතුවෙන් ඇමෙරිකාව පුරා ආරම්භ වූ විරෝධතා රැල්ල මේ වන තුරු අවසන් වී නෑ. 
පොලීසිය අතින් කළු ජාතිකයන් ඝාතනය වීම 
BlackLivesMatter (nbcnews)
ඇමෙරිකානු පොලීසිය විසින් පසුගිය වසර කිහිපයේ දීම මරා දැමූ පුද්ගලයන් අතරින් සුදු ජාතිකයන්ට වඩා වැඩි ප්‍රතිශතයක් ගන්නේ කළු ජාතිකන් බව එරට රාජ්‍ය නොවන සංවිධාන කිහිපයක් විසින් කරන ලද අධ්‍යයනයන් කිහිපයක දී හෙළි වී තිබෙනවා. 2013 වසරේ දී බිහි වූ BlackLivesMatter (කළු ජීවිත ද වටී) ව්‍යාපාරය ද එම ඝාතනයන්ගේ ප්‍රතිඵලයක් ලෙස හැඳින්විය හැකි යි. 
ජෝර්ජ් ෆ්ලොයිඩ් ඝාතනය 
ජෝර්ජ් ෆ්ලොයිඩ්ගේ ගෙල සිර කිරීම (dw)
හොර නෝට්ටුවක් සම්බන්ධයෙන් පොලිසියට ලැබුණු ඔත්තුවක් අනුව පසුගිය 25 වන දා මිනියැපොලිස් පොලිස් නිලධාරීන් 4 දෙනෙකු ජෝර්ජ් ෆ්ලොයිඩ් සැකපිට අත්අඩංගුවට ගැනීමට කටයුතු කරනවා. ඔහුව අත්අඩංගුවට ගැනීමෙන් පසුව මාංචු දමා බිම පෙරලාගන්නා එක් නිලධාරියෙක් ඔහුගේ දණ හිසෙන් ජෝර්ජ් ෆ්ලොයිඩ්ගේ ගෙල සිර කරනු ලබනවා. එහිදී ''මට හුස්ම ගන්න බැහැ… මාව මරන්න එපා...'' යනුවෙන් ජෝර්ජ් ෆ්ලොයිඩ් අයදින අන්දම, නිකුත් වී ඇති වීඩියෝවේ පැහැදිලිව සටහන් වී තිබෙනවා. ටික මොහොතකට පසුව නිලධාරීන් විසින් ජෝර්ජ් ෆ්ලොයිඩ්ගේ නාඩි වැටෙන අන්දම නිරීක්ෂණය කිරීමෙන් නාඩි වැටීම දුර්වල බව වටහාගන්නවා. පසුව පොලිස් නිලධාරීන්  විසින් හැකි ඉක්මනින් ඔහුව රෝහල්ගත කරනු ලබනවා. නමුත් ඒ වන විටත් ඔහු මියගොස් ඇති බව සඳහන්.
ඇමෙරිකාව පුරා ප්‍රබල විරෝධතා මාලාවක්
පොලිස් මෝටර් රථ ගිනි තැබීම (nydailynews)
ඔහුගේ මිය යාමත් සමග මෙය කළු ජාතිකයෙකු එල්ල කරගෙන කළ අමානුෂික මිනීමැරුමක් බවත්, එයට සාධාරණයක් ඉටු කරන ලෙසත් පවසමින් එම ප්‍රදේශයේ ඇමෙරිකානුවන් පිරිසක් ඔහු මිය ගිය ස්ථානයේ විරෝධතාවක් ආරම්භ කරනවා. පසුව මෙම විරෝධතා එරට ප්‍රාන්ත 16කට වැඩි ප්‍රමාණයක නගර 30කට වැඩි ප්‍රමාණයක් පුරා පැතිර යනවා. පැතිර ගිය විරෝධතා ඉතා උණුසුම් ආකාරයක් ගන්නා අතර පොලිස් ස්ථානවලට පහරදීම, පොලිස් රථවාහනවලට ගිනි තැබීම, වෙළඳ සංකීර්ණයන් මංකොල්ල කෑම හා ගිනි තැබීම වැනි උග්‍ර ප්‍රචණ්ඩකාරී ක්‍රියා විරෝධතා පැවැත්වෙන ස්ථානවලින් වාර්තා වෙනවා. මේ හේතුවෙන් කැලිෆෝනියා, ෆ්ලොරිඩා, ජෝර්ජියා, හා නිව් යෝර්ක් ඇතුළු ප්‍රාන්ත කිහිපයක් සඳහා ඇදිරි නීතිය පැනවීමට එරට මධ්‍යම රජය කටයුතු කරනවා.
අවස්ථා කිහිපයක දීම පොලිස් නිලධාරීන් හා කැරලිකරුවන් අතර ගැටුම් නිර්මාණය වී ඇති අතර, ඒ හේතුවෙන් කැරලිකරුවන් තිදෙනෙකුට වඩා මියගොස්  ඇති බවත්, තවත් විශාල ප්‍රමාණයක් තුවාල ලබා ඇති බවත් වාර්තා වෙනවා. අත්අඩංගුවට ගත් කැරලිකරුවන් ප්‍රමාණය 1000 ඉක්මවා ගොස් තිබෙනවා. පොලිස් නිලධාරීන් කිහිපදෙනෙක් තුවාල ලබා ඇති බවත් වාර්තා වෙනවා. විරෝධතාවල ප්‍රචණ්ඩත්වය දිනෙන් දින ඉහළ යාම හේතුවෙන් මේ වන විට ඒවා පාලනය කිරීමට පොලිසියට අමතරව එරට ජාතික ආරක්ෂක බලමුළුවේ සාමාජිකයන් ද යෙදවීමට රජය තීරණය කර තිබෙනවා. 
මේ වන විට විරෝධතා ඇමරිකාවෙන් එපිටට ද ව්‍යාප්තව ඇති අතර ප්‍රංශය, කැනඩාව, ඕස්ට්‍රේලියාව හා ජර්මනිය ඇතුළු රටවල් ගණනාවක ඒවා ක්‍රියාත්මක වෙනවා.
ට්‍රම්ප් ධවල මන්දිරයේ භූගත බංකරයක සැඟවුණා ද?
උද්ඝෝෂකයන් ධවල මන්දිරය ඉදිරිපිට (api.time)
විරෝධතා ක්‍රමක්‍රමයෙන් දරුණු අතට පත්වන විට විරෝධතාකරුවන්ට විරුද්ධව අවවාදාත්මක ට්විටර් පණිවුඩ කිහිපයක් ජනාධිපතිවරයා විසින් නිකුත් කරනවා. ජෝර්ජ් ෆ්ලොයිඩ්ගේ මරණය පිළිබඳව තමන් කණගාටු වන බවත්, එම මරණය හරහා පොදු දේපළ විනාශ කරමින් ඇමෙරිකාව අරාජික කරන්නන්ට විරුද්ධව උපරිම වශයෙන් නීතිය ක්‍රියාත්මක කරන බවත් ඔහු නිවේදනය කරනවා. සැමට එක හා සමානව නීතිය ක්‍රියාත්මක වන බවත් උද්ඝෝෂකයන්ට විරුද්ධව දැඩිව නීතිය ක්‍රියාත්මක කරන ලෙසත් ඔහු ප්‍රාන්ත ආණ්ඩුකාරවරුන්ට දන්වා සිටිනවා.
ට්‍රම්ප්, ආරක්ෂාව මධ්‍යයේ (kcrw)
මෙයට පිළිතුරු ලෙස විරෝධතාකරුවන් ධවල මන්දිරය අසල ද උද්ඝෝෂණයක් ආරම්භ කරන අතර, ඒ හේතුවෙන් ජුනි 1 වන දා ජනාධිපතිවරයා ධවල මන්දිරයේ අධි ආරක්‍ෂිත භූගත බංකරයක සැඟවුණු බව මාධ්‍ය විසින් සඳහන් කරනවා. නමුත් ඒ සම්බන්ධයෙන් ධවල මන්දිරයෙන් ප්‍රකාශයක් නිකුත් කර නැහැ. පසුව දා සුපුරුදු පරිදි ජනාධිපතිවරයා ධවල මන්දිරයේ “රෝස උයනේ” දී මාධ්‍ය අමතනවා. පසුව ඔහු අසල පිහිටි දේවස්ථානයකට ද ගිය බව වාර්තා වෙනවා. එම අවස්ථාවේ දීත් උද්ඝෝෂණ ක්‍රියාත්මක වන අතර ජාතික ආරක්ෂක බලමුළුව හා පොලීසිය විසින් කඳුළු ගෑස් හා රබර් උන්ඩ යොදා ගනිමින් උද්ඝෝෂකයන් පළවා හැරි බව CNN මාධ්‍ය ජාලය ප්‍රකාශ කරනවා.
පොලිස් පරීක්ෂණ 
ගිනි තැබීම් (dynaimage)
සිද්ධියට සම්බන්ධ නිලධාරීන්ව මේ වන විට විමර්ශනයකට බඳුන් කෙරෙන අතර, ඇමෙරිකානු ෆෙඩරල් රහස් ඔත්තු අංශය (FBI) ඉහත කී අපරාධය සම්බන්ධයෙන් වැඩි දුර පරීක්ෂණ පවත්වනවා. පොලිස් අත්පොතේ නීති රීති අනුව එක් දණහිසක් භාවිතා කරමින් හුස්ම හිර කිරීමකින් තොරව අපරාධකරුවෙක් මෙල්ල කිරීමේ බලය පොලිස් නිලධාරීන් සතු වෙනවා. අදාළ පොලිස් භටයන්ට මිනීමැරීමේ චෝදනා යටතේ නඩු පැවරීමට මේ සම්බන්ධව විධිමත් හා නිරවද්‍ය පරීක්ෂණ අවශ්‍ය කෙරෙන බව FBI රහස් ඔත්තු අංශය සඳහන් කරනවා.
ජෝර්ජ් ෆ්ලොයිඩ් කොරෝනා ආසාදිතයෙක්? 
මරණ පරීක්ෂණය අනුව ජෝර්ජ් ෆ්ලොයිඩ් මියගොස් ඇත්තේ පොලිස් අත්අඩංගුවේ සිටිය දී ඇති වී තිබෙන හදීසි හෘදයාබාධයකින්. ඊට අමතරව අප්‍රේල් තුන්වන දින ජෝර්ජ් ෆ්ලොයිඩ්ට කොරෝනා වෛරසය ආසාදනය වී තිබූ බව වෛද්‍ය පරීක්ෂණවල දී හෙළි වී තිබුණු බවත් ඔහුට රෝග ලක්ෂණ පෙන්නුම් නොකළ බවත් සඳහන් වෙනවා.  
නමුත් විරෝධතාකරුවන් සඳහන් කරන්නේ ඔහුට කොරෝනා වැළඳී තිබුණේ මාස දෙකකට ආසන්න කාලයකට පෙර බවත්, එය ඔහුගේ මරණයට අදාළ නොවන බවත්, රජය විසින් ඔහුගේ මිනීමැරුම වසන් කිරීමට හදන බවත්.",True,True,True,1,TRUE
asianmirror.lk,news website,2/2/2025 0:00,පුත්තලම වෙරළබඩ ප්‍රදේශයට භූමිකම්පා අනතුරු ඇඟවීමක් නිකුත් කර ඇති බව කාලගුණ විද්‍යා දෙපාර්තමේන්තුව සඳහන් කරයි. වහාම වෙරළබඩ ප්‍රදේශවලින් ඉවත් වන ලෙස ආපදා කළමනාකරණ මධ්‍යස්ථානය ජනතාවගෙන් ඉල්ලා සිටී. අවශ්‍ය නම් ආරක්ෂිත මධ්‍යස්ථානවලට ගමන් කරන ලෙසද දැනුම් දී ඇත.,False,False,False,0,FALSE
dinamina.lk,news website,3/4/2020 0:00,මාවනැල්ල ප්‍රදේශයේ ජනාවාසයකට කිඹුලෙක් පැමිණීමෙන් පුද්ගලයින් 2දෙනෙකුට තුවාල සිදුව රෝහල් ගත කර ඇති බව මාවනැල්ල පොලීසිය සඳහන් කළේය. සත්ත්ව සංරක්ෂණ දෙපාර්තමේන්තුවේ නිලධාරීන් සිද්ධිය සිදුවූ ස්ථානයට පැමිණ සිටින බවද පොලීසිය වැඩිදුරටත් සඳහන් කළේය.,False,False,False,0,FALSE
praja.lk,news website,9/5/2020 0:00,"ඉන්දීය වෙරළාරක්ෂක බලකායේ හා ශ්‍රී ලංකා නාවික හමුදාවේ ඒකාබද්ධ මෙහෙයුමකින් මේ වන විට ශ්‍රී ලංකාවට නැගෙනහිර මුහුදේ ගිනිගනිමින් තිබූ MT New Diamond තෙල් නැවේ ගින්න පාලනය කර එය නොගැඹුරු ශ්‍රී ලංකා වෙරළ දෙසට පාවී ඒම වළක්වා ඇති බව වාර්තා වේ. තෙල් කාන්දු වීම් මේ දක්වා වාර්තා වී නැත. ඒ අනුව, එය ALP Winger නම් ටග් යාත්‍රාවක් මගින් ඇදගෙන ගැඹුරු මුහුද දෙසට ඇදගෙන යමින් තිබේ. මෙම සටහන තබන මොහොතට පැය දෙකකට පමණ පෙර ඉන්දීය වෙරළාරක්ෂක බලකාය වාර්තා කර තිබුණේ නැව ශ්‍රී ලංකාවේ වෙරළෙන් නාවික සැතපුම් 35ක් දුරින් ඇති බවයි. ඉන්දීය වෙරළාරක්ෂක බලකාය වාර්තා කර තිබුණේ ගින්න අඩු වී ඇති බවයි. තවමත් ගිනි නිවීම් කටයුතු කරමින් තිබෙන අතර, තෙල් කාන්දුවක් සිදු වී නැත. මෙම මෙහෙයුම සඳහා ගිනිගන්නා නැවේ මාස්ටර්වරයා ද සහභාගි කරගෙන තිබේ. තෙල් කාන්දුවක් සිදු වුවහොත්, අවශ්‍ය ආරක්ෂණ ක්‍රියාමාර්ග ගැනීම සඳහා ඉන්දීය වෙරළාරක්ෂක බලකායේ Shaurya, Ameya, Abheek නෞකා හා Dornier යානා දෙකක් යොදවා තිබේ. එම ගුවන් මෙහෙයුම් ක්‍රියාත්මක වන්නේ මත්තල සිටයි. Ravana, සහ Visabha නම් ටග් යාත්‍රා දෙකක් ද ගිනි නිවීමේ මෙහෙයුමට යොදවා ඇති බව ඉන්දීය වෙරළාරක්ෂක බලකාය පවසයි. නැව අයිති සමාගමේ යාත්‍රාවක් සහ ශ්‍රී ලංකා නාවික හමුදාවේ නැව් දෙකක් ද මෙහෙයුමට සහභාගි වන බව ෂින්හුවානෙට් වාර්තා කර තිබිණි. ඉහළ ඡායාරූපයේ ඇත්තේ ඉන්දීය වෙරළාරක්ෂක බලකායේ නිලධාරීන් ගිනි ගන්නා නැව ටග් යාත්‍රාවට සම්බන්ධ කරන ආකාරයයි. MT New Diamond බොරතෙල් ප්‍රවාහන නෞකාවේ ගිනි ඇවිලුණු පසුපස වම් පැත්තේ ජල තලයට මීටර් 10ක් ඉහළින් මීටර් දෙකක පමණ පැල්මක් දකින්නට ලැබෙන බව ඉන්දීය වෙරළාරක්ෂක බලකාය පවසයි. (ඡායාරූප ඉන්දීය වෙරළාරක්ෂක බලකායෙන් හා ශ්‍රී ලංකා නාවික හමුදාවෙනි.)",True,True,True,1,TRUE
